KDD17,Stocknet,EconomyNews,Phrasebank,BBCSport,SLSAmazon,SLSIMBD,SLSYelp,STSGold
0,4855509.5,5030460,5032040.5,5065724,5043882.5,5043416.5,5049967.5,5041835.5
4855509.5,0,1320839.125,1326449.625,1357866.75,1336782.875,1334579.875,1341450.125,1339776.625
5030460,1320839.125,0,793505.6875,676578.9375,167361.4219,165450.4688,170107.7188,330099.9375
5032040.5,1326449.625,793505.6875,0,839007.625,812056.0625,810975.9375,815870.5,814918.625
5065724,1357866.75,676578.9375,839007.625,0,693579.8125,688462.6875,693111.3125,688199.5625
5043882.5,1336782.875,167361.4219,812056.0625,693579.8125,0,165885.2969,167481.8125,333478.9375
5043416.5,1334579.875,165450.4688,810975.9375,688462.6875,165885.2969,0,164795.1719,331628.9375
5049967.5,1341450.125,170107.7188,815870.5,693111.3125,167481.8125,164795.1719,0,334233.7813
5041835.5,1339776.625,330099.9375,814918.625,688199.5625,333478.9375,331628.9375,334233.7813,0
