Date,Articles
2015-07-24,"{""abstract"": ""The country has invested billions in Ecuador and elsewhere, using its economic clout to win diplomatic allies and secure natural resources around the world."", ""web_url"": ""https://www.nytimes.com/2015/07/26/business/international/chinas-global-ambitions-with-loans-and-strings-attached.html"", ""snippet"": ""The country has invested billions in Ecuador and elsewhere, using its economic clout to win diplomatic allies and secure natural resources around the world."", ""lead_paragraph"": ""EL CHACO, Ecuador \u2014 Where the Andean foothills dip into the Amazon jungle, nearly 1,000 Chinese engineers and workers have been pouring concrete for a dam and a 15-mile underground tunnel. The $2.2 billion project will feed river water to eight giant Chinese turbines designed to produce enough electricity to light more than a third of Ecuador."", ""print_section"": ""A"", ""print_page"": ""1"", ""source"": ""The New York Times"", ""multimedia"": [], ""headline"": {""main"": ""China\u2019s Global Ambitions, Cash and Strings Attached"", ""kicker"": ""The China Factor | Part 1"", ""content_kicker"": null, ""print_headline"": ""China&#8217;s Global Ambitions, Cash and Strings Attached "", ""name"": null, ""seo"": null, ""sub"": null}, ""keywords"": [{""name"": ""persons"", ""value"": ""Krauss, Clifford (Per)"", ""rank"": 1, ""major"": ""N""}, {""name"": ""glocations"", ""value"": ""China"", ""rank"": 2, ""major"": ""N""}, {""name"": ""persons"", ""value"": ""Bradsher, Keith (Per)"", ""rank"": 3, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""International Trade and World Market"", ""rank"": 4, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Series"", ""rank"": 5, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Oil (Petroleum) and Gasoline"", ""rank"": 6, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Hydroelectric Power"", ""rank"": 7, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""Petroecuador"", ""rank"": 8, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""PetroChina Company Ltd"", ""rank"": 9, ""major"": ""N""}, {""name"": ""persons"", ""value"": ""Correa, Rafael"", ""rank"": 10, ""major"": ""N""}, {""name"": ""glocations"", ""value"": ""Ecuador"", ""rank"": 11, ""major"": ""N""}], ""pub_date"": ""2015-07-24T10:05:32+0000"", ""document_type"": ""article"", ""news_desk"": ""Business"", ""section_name"": ""Business Day"", ""subsection_name"": ""International Business"", ""byline"": {""original"": ""By Clifford Krauss and Keith Bradsher"", ""person"": [{""firstname"": ""Clifford"", ""middlename"": null, ""lastname"": ""Krauss"", ""qualifier"": null, ""title"": null, ""role"": ""reported"", ""organization"": """", ""rank"": 1}, {""firstname"": ""Keith"", ""middlename"": null, ""lastname"": ""Bradsher"", ""qualifier"": null, ""title"": null, ""role"": ""reported"", ""organization"": """", ""rank"": 2}], ""organization"": null}, ""type_of_material"": ""News"", ""_id"": ""nyt://article/fad189ba-8c5c-5616-aa07-e445535cdacb"", ""word_count"": 4079, ""uri"": ""nyt://article/fad189ba-8c5c-5616-aa07-e445535cdacb""}"
