Date,Articles
2014-01-10,"{""abstract"": ""Mr. Jones was one of the last of the swashbuckling breed of aerospace-industry titans who were almost synonymous with their corporations and the aircraft they produced."", ""web_url"": ""https://www.nytimes.com/2014/01/10/business/thomas-v-jones-builder-of-northrop-into-big-military-contractor-dies-at-93.html"", ""snippet"": ""Mr. Jones was one of the last of the swashbuckling breed of aerospace-industry titans who were almost synonymous with their corporations and the aircraft they produced."", ""lead_paragraph"": ""Thomas V. Jones, who became chief executive of the faltering Northrop Corporation in 1960 and propelled it to the top tier of military contractors \u2014 in the process making and sometimes losing huge bets \u2014 died on Tuesday at his home in Los Angeles. He was 93. "", ""print_section"": ""A"", ""print_page"": ""17"", ""source"": ""The New York Times"", ""multimedia"": [{""rank"": 0, ""subtype"": ""xlarge"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/10/business/JONES-obit/JONES-obit-articleLarge.jpg"", ""height"": 400, ""width"": 600, ""subType"": ""xlarge"", ""crop_name"": ""articleLarge"", ""legacy"": {""xlarge"": ""images/2014/01/10/business/JONES-obit/JONES-obit-articleLarge.jpg"", ""xlargewidth"": 600, ""xlargeheight"": 400}}, {""rank"": 0, ""subtype"": ""jumbo"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/10/business/JONES-obit/JONES-obit-jumbo.jpg"", ""height"": 683, ""width"": 1024, ""subType"": ""jumbo"", ""crop_name"": ""jumbo"", ""legacy"": {}}, {""rank"": 0, ""subtype"": ""superJumbo"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/10/business/JONES-obit/JONES-obit-superJumbo.jpg"", ""height"": 1365, ""width"": 2048, ""subType"": ""superJumbo"", ""crop_name"": ""superJumbo"", ""legacy"": {}}, {""rank"": 0, ""subtype"": ""thumbnail"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/10/business/JONES-obit/JONES-obit-thumbStandard.jpg"", ""height"": 75, ""width"": 75, ""subType"": ""thumbnail"", ""crop_name"": ""thumbStandard"", ""legacy"": {""thumbnail"": ""images/2014/01/10/business/JONES-obit/JONES-obit-thumbStandard.jpg"", ""thumbnailwidth"": 75, ""thumbnailheight"": 75}}, {""rank"": 0, ""subtype"": ""thumbLarge"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/10/business/JONES-obit/JONES-obit-thumbLarge.jpg"", ""height"": 150, ""width"": 150, ""subType"": ""thumbLarge"", ""crop_name"": ""thumbLarge"", ""legacy"": {}}], ""headline"": {""main"": ""Thomas V. Jones, Builder of Northrop Into Big Military Contractor, Dies at 93"", ""kicker"": null, ""content_kicker"": null, ""print_headline"": ""Thomas V. Jones, Builder of Northrop Into Big Military Contractor, Dies at 93"", ""name"": null, ""seo"": null, ""sub"": null}, ""keywords"": [{""name"": ""persons"", ""value"": ""Jones, Thomas V (1920-2014)"", ""rank"": 1, ""major"": ""N""}, {""name"": ""persons"", ""value"": ""Martin, Douglas"", ""rank"": 2, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""Northrop Grumman Corporation"", ""rank"": 3, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Military Aircraft"", ""rank"": 4, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Deaths (Obituaries)"", ""rank"": 5, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Bribery and Kickbacks"", ""rank"": 6, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""Moraga Vineyards"", ""rank"": 7, ""major"": ""N""}], ""pub_date"": ""2014-01-10T01:57:40+0000"", ""document_type"": ""article"", ""news_desk"": ""Business"", ""section_name"": ""Business Day"", ""byline"": {""original"": ""By Douglas Martin"", ""person"": [{""firstname"": ""Douglas"", ""middlename"": null, ""lastname"": ""Martin"", ""qualifier"": null, ""title"": null, ""role"": ""reported"", ""organization"": """", ""rank"": 1}], ""organization"": null}, ""type_of_material"": ""Obituary (Obit)"", ""_id"": ""nyt://article/d9175e5b-7c00-5573-8ad0-c000e3dd2d8f"", ""word_count"": 800, ""uri"": ""nyt://article/d9175e5b-7c00-5573-8ad0-c000e3dd2d8f""}"
2014-01-12,"{""abstract"": ""\u201cIt\u2019s everywhere you want to be,\u201d has become \u201cEverywhere you want to be\u201d to highlight many options available under the Visa brand umbrella, including mobile and electronic payments."", ""web_url"": ""https://www.nytimes.com/2014/01/13/business/media/visa-trims-slogan-to-expand-meaning.html"", ""snippet"": ""\u201cIt\u2019s everywhere you want to be,\u201d has become \u201cEverywhere you want to be\u201d to highlight many options available under the Visa brand umbrella, including mobile and electronic payments."", ""lead_paragraph"": ""IN a world where time-pressed people type \u201cu 2\u201d for \u201cyou too\u201d; say \u201cbecause\u201d to introduce a noun or adjective rather than a full clause, as in \u201cbecause doughnuts;\u201d and use abbreviations like \u201cftw\u201d (\u201cfor the win\u201d), marketing and media phrases are also increasingly being compressed. For instance, commercials for Alka-Seltzer Plus keep the words \u201cOh, what a relief it is\u201d from their vintage predecessors while eliminating the \u201cPlop, plop, fizz, fizz.\u201d The sequels to \u201cThe Fast and the Furious\u201d go by titles like \u201cFast & Furious 6.\u201d And \u201cMasterpiece Theater\u201d on PBS is now \u201cMasterpiece.\u201d "", ""print_section"": ""B"", ""print_page"": ""6"", ""source"": ""The New York Times"", ""multimedia"": [{""rank"": 0, ""subtype"": ""xlarge"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/13/business/adco/adco-articleLarge.jpg"", ""height"": 338, ""width"": 600, ""subType"": ""xlarge"", ""crop_name"": ""articleLarge"", ""legacy"": {""xlarge"": ""images/2014/01/13/business/adco/adco-articleLarge.jpg"", ""xlargewidth"": 600, ""xlargeheight"": 338}}, {""rank"": 0, ""subtype"": ""jumbo"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/13/business/adco/adco-jumbo.jpg"", ""height"": 576, ""width"": 1024, ""subType"": ""jumbo"", ""crop_name"": ""jumbo"", ""legacy"": {}}, {""rank"": 0, ""subtype"": ""superJumbo"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/13/business/adco/adco-superJumbo.jpg"", ""height"": 843, ""width"": 1498, ""subType"": ""superJumbo"", ""crop_name"": ""superJumbo"", ""legacy"": {}}, {""rank"": 0, ""subtype"": ""thumbnail"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/13/business/adco/adco-thumbStandard.jpg"", ""height"": 75, ""width"": 75, ""subType"": ""thumbnail"", ""crop_name"": ""thumbStandard"", ""legacy"": {""thumbnail"": ""images/2014/01/13/business/adco/adco-thumbStandard.jpg"", ""thumbnailwidth"": 75, ""thumbnailheight"": 75}}, {""rank"": 0, ""subtype"": ""thumbLarge"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/13/business/adco/adco-thumbLarge.jpg"", ""height"": 150, ""width"": 150, ""subType"": ""thumbLarge"", ""crop_name"": ""thumbLarge"", ""legacy"": {}}], ""headline"": {""main"": ""Visa Trims Slogan to Expand Meaning"", ""kicker"": null, ""content_kicker"": null, ""print_headline"": ""Visa Trims Slogan to Expand Meaning"", ""name"": null, ""seo"": null, ""sub"": null}, ""keywords"": [{""name"": ""subject"", ""value"": ""ADVERTISING AND MARKETING"", ""rank"": 1, ""major"": ""N""}, {""name"": ""persons"", ""value"": ""Elliott, Stuart"", ""rank"": 2, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""Visa Inc"", ""rank"": 3, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Banking and Financial Institutions"", ""rank"": 4, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Olympic Games (2014)"", ""rank"": 5, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""BBDO Worldwide"", ""rank"": 6, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Credit Cards"", ""rank"": 7, ""major"": ""N""}], ""pub_date"": ""2014-01-12T22:18:24+0000"", ""document_type"": ""article"", ""news_desk"": ""Business"", ""section_name"": ""Business Day"", ""subsection_name"": ""Media"", ""byline"": {""original"": ""By Stuart Elliott"", ""person"": [{""firstname"": ""Stuart"", ""middlename"": null, ""lastname"": ""Elliott"", ""qualifier"": null, ""title"": null, ""role"": ""reported"", ""organization"": """", ""rank"": 1}], ""organization"": null}, ""type_of_material"": ""News"", ""_id"": ""nyt://article/88254afc-f587-5c9c-8603-94da4d311795"", ""word_count"": 918, ""uri"": ""nyt://article/88254afc-f587-5c9c-8603-94da4d311795""}"
2014-01-13,"{""abstract"": ""It\u2019s a faster, sportier and more agile companion to the Continental GT V8."", ""web_url"": ""https://www.nytimes.com/2014/01/14/automobiles/autoshow/bentley-adds-a-fourth-model-to-its-continental-line.html"", ""snippet"": ""It\u2019s a faster, sportier and more agile companion to the Continental GT V8."", ""lead_paragraph"": ""Introduced on Monday, Jan. 13: Bentley Continental GT V8 S"", ""source"": ""The New York Times"", ""multimedia"": [], ""headline"": {""main"": ""Bentley Adds a Fourth Model to Its Continental Line"", ""kicker"": ""Detroit Auto Show"", ""content_kicker"": null, ""print_headline"": """", ""name"": null, ""seo"": null, ""sub"": null}, ""keywords"": [{""name"": ""subject"", ""value"": ""Automobiles"", ""rank"": 1, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""North American International Auto Show"", ""rank"": 2, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""Bentley Motors Ltd"", ""rank"": 3, ""major"": ""N""}, {""name"": ""glocations"", ""value"": ""Detroit (Mich)"", ""rank"": 4, ""major"": ""N""}], ""pub_date"": ""2014-01-13T23:59:54+0000"", ""document_type"": ""article"", ""news_desk"": ""Business"", ""section_name"": ""Automobiles"", ""subsection_name"": ""Automobiles"", ""byline"": {""original"": ""By Jaclyn Trop"", ""person"": [{""firstname"": ""Jaclyn"", ""middlename"": null, ""lastname"": ""Trop"", ""qualifier"": null, ""title"": null, ""role"": ""reported"", ""organization"": """", ""rank"": 1}], ""organization"": null}, ""type_of_material"": ""News"", ""_id"": ""nyt://article/80a2088b-e15e-502e-aeeb-39f621f03b74"", ""word_count"": 246, ""uri"": ""nyt://article/80a2088b-e15e-502e-aeeb-39f621f03b74""}"
2014-01-19,"{""abstract"": ""Chet Kanojia\u2019s company, Aereo, has figured out how to grab over-the-air television signals and stream them to subscribers on the Internet. It is an invention that could topple TV titans."", ""web_url"": ""https://www.nytimes.com/2014/01/20/business/media/chet-kanojia-and-aereo-seek-to-shake-up-television-industry.html"", ""snippet"": ""Chet Kanojia\u2019s company, Aereo, has figured out how to grab over-the-air television signals and stream them to subscribers on the Internet. It is an invention that could topple TV titans."", ""lead_paragraph"": ""When the case of American Broadcasting Companies v. Aereo comes before the Supreme Court in April, it will feature two American archetypes in a battle that could upend the television industry."", ""print_section"": ""B"", ""print_page"": ""1"", ""source"": ""The New York Times"", ""multimedia"": [{""rank"": 0, ""subtype"": ""xlarge"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/20/business/AEREO/AEREO-articleLarge.jpg"", ""height"": 400, ""width"": 600, ""subType"": ""xlarge"", ""crop_name"": ""articleLarge"", ""legacy"": {""xlarge"": ""images/2014/01/20/business/AEREO/AEREO-articleLarge.jpg"", ""xlargewidth"": 600, ""xlargeheight"": 400}}, {""rank"": 0, ""subtype"": ""jumbo"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/20/business/AEREO/AEREO-jumbo.jpg"", ""height"": 682, ""width"": 1024, ""subType"": ""jumbo"", ""crop_name"": ""jumbo"", ""legacy"": {}}, {""rank"": 0, ""subtype"": ""superJumbo"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/20/business/AEREO/AEREO-superJumbo.jpg"", ""height"": 1365, ""width"": 2048, ""subType"": ""superJumbo"", ""crop_name"": ""superJumbo"", ""legacy"": {}}, {""rank"": 0, ""subtype"": ""thumbnail"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/20/business/AEREO/AEREO-thumbStandard.jpg"", ""height"": 75, ""width"": 75, ""subType"": ""thumbnail"", ""crop_name"": ""thumbStandard"", ""legacy"": {""thumbnail"": ""images/2014/01/20/business/AEREO/AEREO-thumbStandard.jpg"", ""thumbnailwidth"": 75, ""thumbnailheight"": 75}}, {""rank"": 0, ""subtype"": ""thumbLarge"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/20/business/AEREO/AEREO-thumbLarge.jpg"", ""height"": 150, ""width"": 150, ""subType"": ""thumbLarge"", ""crop_name"": ""thumbLarge"", ""legacy"": {}}], ""headline"": {""main"": ""A Tiny Antenna Threatens the TV Networks\u2019 Airspace"", ""kicker"": null, ""content_kicker"": null, ""print_headline"": ""A Tiny Antenna Threatens the TV Networks\u2019 Airspace"", ""name"": null, ""seo"": null, ""sub"": null}, ""keywords"": [{""name"": ""persons"", ""value"": ""Kaufman, Leslie"", ""rank"": 1, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Television"", ""rank"": 2, ""major"": ""N""}, {""name"": ""persons"", ""value"": ""Kanojia, Chet"", ""rank"": 3, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Copyrights and Copyright Violations"", ""rank"": 4, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""Aereo Inc"", ""rank"": 5, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""Supreme Court (US)"", ""rank"": 6, ""major"": ""N""}], ""pub_date"": ""2014-01-19T19:00:49+0000"", ""document_type"": ""article"", ""news_desk"": ""Business"", ""section_name"": ""Business Day"", ""subsection_name"": ""Media"", ""byline"": {""original"": ""By Leslie Kaufman"", ""person"": [{""firstname"": ""Leslie"", ""middlename"": null, ""lastname"": ""Kaufman"", ""qualifier"": null, ""title"": null, ""role"": ""reported"", ""organization"": """", ""rank"": 1}], ""organization"": null}, ""type_of_material"": ""News"", ""_id"": ""nyt://article/ac34d7ea-63ea-59f5-8190-093ede2fb172"", ""word_count"": 1154, ""uri"": ""nyt://article/ac34d7ea-63ea-59f5-8190-093ede2fb172""}"
2014-01-20,"{""abstract"": ""Two brands of Greek-style yogurt, Chobani and Dannon Oikos, have bought commercial time during the game."", ""web_url"": ""https://www.nytimes.com/2014/01/21/business/media/yogurt-joins-the-super-bowl-snack-parade.html"", ""snippet"": ""Two brands of Greek-style yogurt, Chobani and Dannon Oikos, have bought commercial time during the game."", ""lead_paragraph"": ""WHO would have thought X Super Bowls ago, or even V, that there could be as many commercials for yogurt during a game as for candy?"", ""print_section"": ""B"", ""print_page"": ""2"", ""source"": ""The New York Times"", ""multimedia"": [{""rank"": 0, ""subtype"": ""xlarge"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/21/business/21chobani/21chobani-articleLarge.jpg"", ""height"": 338, ""width"": 600, ""subType"": ""xlarge"", ""crop_name"": ""articleLarge"", ""legacy"": {""xlarge"": ""images/2014/01/21/business/21chobani/21chobani-articleLarge.jpg"", ""xlargewidth"": 600, ""xlargeheight"": 338}}, {""rank"": 0, ""subtype"": ""jumbo"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/21/business/21chobani/21chobani-jumbo.jpg"", ""height"": 576, ""width"": 1024, ""subType"": ""jumbo"", ""crop_name"": ""jumbo"", ""legacy"": {}}, {""rank"": 0, ""subtype"": ""superJumbo"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/21/business/21chobani/21chobani-superJumbo.jpg"", ""height"": 1080, ""width"": 1920, ""subType"": ""superJumbo"", ""crop_name"": ""superJumbo"", ""legacy"": {}}, {""rank"": 0, ""subtype"": ""thumbnail"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/21/business/21chobani/21chobani-thumbStandard.jpg"", ""height"": 75, ""width"": 75, ""subType"": ""thumbnail"", ""crop_name"": ""thumbStandard"", ""legacy"": {""thumbnail"": ""images/2014/01/21/business/21chobani/21chobani-thumbStandard.jpg"", ""thumbnailwidth"": 75, ""thumbnailheight"": 75}}, {""rank"": 0, ""subtype"": ""thumbLarge"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/21/business/21chobani/21chobani-thumbLarge.jpg"", ""height"": 150, ""width"": 150, ""subType"": ""thumbLarge"", ""crop_name"": ""thumbLarge"", ""legacy"": {}}], ""headline"": {""main"": ""Yogurt Joins Super Bowl Snack Parade"", ""kicker"": null, ""content_kicker"": null, ""print_headline"": ""Yogurt Joins Super Bowl Snack Parade"", ""name"": null, ""seo"": null, ""sub"": null}, ""keywords"": [{""name"": ""subject"", ""value"": ""Super Bowl"", ""rank"": 1, ""major"": ""N""}, {""name"": ""persons"", ""value"": ""Elliott, Stuart"", ""rank"": 2, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""ADVERTISING AND MARKETING"", ""rank"": 3, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Yogurt"", ""rank"": 4, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Health Foods"", ""rank"": 5, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""Danone SA"", ""rank"": 6, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""Chobani Inc"", ""rank"": 7, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Football"", ""rank"": 8, ""major"": ""N""}], ""pub_date"": ""2014-01-20T20:48:18+0000"", ""document_type"": ""article"", ""news_desk"": ""Business"", ""section_name"": ""Business Day"", ""subsection_name"": ""Media"", ""byline"": {""original"": ""By Stuart Elliott"", ""person"": [{""firstname"": ""Stuart"", ""middlename"": null, ""lastname"": ""Elliott"", ""qualifier"": null, ""title"": null, ""role"": ""reported"", ""organization"": """", ""rank"": 1}], ""organization"": null}, ""type_of_material"": ""News"", ""_id"": ""nyt://article/35b6a530-d4ae-54e2-95fc-9fa328a8728a"", ""word_count"": 889, ""uri"": ""nyt://article/35b6a530-d4ae-54e2-95fc-9fa328a8728a""}"
2014-01-27,"{""abstract"": ""The latest in a string of cable tie-ups sees Liberty Global, John Malone\u2019s company, take full control of its Dutch rival Ziggo. Deal making has proved trickier for telecommunications companies, but activity should start to rise, Quentin Webb writes in Reuters Breakingviews."", ""web_url"": ""https://dealbook.nytimes.com/2014/01/27/european-telecommunications-companies-may-follow-cables-lead/"", ""snippet"": ""The latest in a string of cable tie-ups sees Liberty Global, John Malone\u2019s company, take full control of its Dutch rival Ziggo. Deal making has proved trickier for telecommunications companies, but activity should start to rise, Quentin Webb write..."", ""lead_paragraph"": ""European telecommunications companies may well follow cable\u2019s lead on acquisitions. The latest in a string of cable tie-ups involved Liberty Global, John Malone\u2019s consolidator, which took full control of its Dutch rival Ziggo for 10 billion euros, or $13.7 billion, including debt. Among telecommunications companies, deal-making has proved trickier. But here, too, activity should start to rise."", ""source"": ""The New York Times"", ""multimedia"": [{""rank"": 0, ""subtype"": ""xlarge"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/28/business/dbpix-sfr/dbpix-sfr-articleLarge.jpg"", ""height"": 420, ""width"": 600, ""subType"": ""xlarge"", ""crop_name"": ""articleLarge"", ""legacy"": {""xlarge"": ""images/2014/01/28/business/dbpix-sfr/dbpix-sfr-articleLarge.jpg"", ""xlargewidth"": 600, ""xlargeheight"": 420}}, {""rank"": 0, ""subtype"": ""jumbo"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/28/business/dbpix-sfr/dbpix-sfr-jumbo.jpg"", ""height"": 717, ""width"": 1024, ""subType"": ""jumbo"", ""crop_name"": ""jumbo"", ""legacy"": {}}, {""rank"": 0, ""subtype"": ""superJumbo"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/28/business/dbpix-sfr/dbpix-sfr-superJumbo.jpg"", ""height"": 1433, ""width"": 2048, ""subType"": ""superJumbo"", ""crop_name"": ""superJumbo"", ""legacy"": {}}, {""rank"": 0, ""subtype"": ""thumbnail"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/28/business/dbpix-sfr/dbpix-sfr-thumbStandard.jpg"", ""height"": 75, ""width"": 75, ""subType"": ""thumbnail"", ""crop_name"": ""thumbStandard"", ""legacy"": {""thumbnail"": ""images/2014/01/28/business/dbpix-sfr/dbpix-sfr-thumbStandard.jpg"", ""thumbnailwidth"": 75, ""thumbnailheight"": 75}}, {""rank"": 0, ""subtype"": ""thumbLarge"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/28/business/dbpix-sfr/dbpix-sfr-thumbLarge.jpg"", ""height"": 150, ""width"": 150, ""subType"": ""thumbLarge"", ""crop_name"": ""thumbLarge"", ""legacy"": {}}], ""headline"": {""main"": ""European Telecommunications Companies May Follow Cable\u2019s Lead"", ""kicker"": ""DealBook"", ""content_kicker"": null, ""print_headline"": """", ""name"": null, ""seo"": null, ""sub"": null}, ""keywords"": [{""name"": ""subject"", ""value"": ""Mergers, Acquisitions and Divestitures"", ""rank"": 1, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Regulation and Deregulation of Industry"", ""rank"": 2, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Wireless Communications"", ""rank"": 3, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""AT&T Inc"", ""rank"": 4, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""Kabel Deutschland"", ""rank"": 5, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""Liberty Global Inc"", ""rank"": 6, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""SFR"", ""rank"": 7, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""Vivendi"", ""rank"": 8, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""Vodafone Group Plc"", ""rank"": 9, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""Ziggo B V"", ""rank"": 10, ""major"": ""N""}], ""pub_date"": ""2014-01-27T17:37:41+0000"", ""document_type"": ""article"", ""news_desk"": """", ""section_name"": ""Business Day"", ""byline"": {""original"": ""By Quentin Webb"", ""person"": [{""firstname"": ""Quentin"", ""middlename"": null, ""lastname"": ""Webb"", ""qualifier"": null, ""title"": null, ""role"": ""reported"", ""organization"": """", ""rank"": 1}], ""organization"": null}, ""type_of_material"": ""News"", ""_id"": ""nyt://article/71edbfac-39cc-51c1-ae45-6f817f19539e"", ""word_count"": 391, ""uri"": ""nyt://article/71edbfac-39cc-51c1-ae45-6f817f19539e""}"
2014-01-30,"{""abstract"": ""The world\u2019s biggest private equity fund, known as Blackstone Capital Partners V, represents a potentially lucrative source of profit for Blackstone \u2014 but one that remains locked up for the immediate future."", ""web_url"": ""https://dealbook.nytimes.com/2014/01/30/for-blackstone-a-pot-of-gold-remains-out-of-reach/"", ""snippet"": ""The world\u2019s biggest private equity fund, known as Blackstone Capital Partners V, represents a potentially lucrative source of profit for Blackstone \u2014 but one that remains locked up for the immediate future."", ""lead_paragraph"": ""Eight years after its inception, the biggest private equity fund in history has yet to meet its own minimum expectations."", ""print_section"": ""B"", ""print_page"": ""2"", ""source"": ""The New York Times"", ""multimedia"": [{""rank"": 0, ""subtype"": ""xlarge"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/31/business/dbpix-hilton/dbpix-hilton-articleLarge.jpg"", ""height"": 395, ""width"": 600, ""subType"": ""xlarge"", ""crop_name"": ""articleLarge"", ""legacy"": {""xlarge"": ""images/2014/01/31/business/dbpix-hilton/dbpix-hilton-articleLarge.jpg"", ""xlargewidth"": 600, ""xlargeheight"": 395}}, {""rank"": 0, ""subtype"": ""jumbo"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/31/business/dbpix-hilton/dbpix-hilton-jumbo.jpg"", ""height"": 673, ""width"": 1024, ""subType"": ""jumbo"", ""crop_name"": ""jumbo"", ""legacy"": {}}, {""rank"": 0, ""subtype"": ""superJumbo"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/31/business/dbpix-hilton/dbpix-hilton-superJumbo.jpg"", ""height"": 1347, ""width"": 2048, ""subType"": ""superJumbo"", ""crop_name"": ""superJumbo"", ""legacy"": {}}, {""rank"": 0, ""subtype"": ""thumbnail"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/31/business/dbpix-hilton/dbpix-hilton-thumbStandard.jpg"", ""height"": 75, ""width"": 75, ""subType"": ""thumbnail"", ""crop_name"": ""thumbStandard"", ""legacy"": {""thumbnail"": ""images/2014/01/31/business/dbpix-hilton/dbpix-hilton-thumbStandard.jpg"", ""thumbnailwidth"": 75, ""thumbnailheight"": 75}}, {""rank"": 0, ""subtype"": ""thumbLarge"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/01/31/business/dbpix-hilton/dbpix-hilton-thumbLarge.jpg"", ""height"": 150, ""width"": 150, ""subType"": ""thumbLarge"", ""crop_name"": ""thumbLarge"", ""legacy"": {}}], ""headline"": {""main"": ""For Blackstone, a Pot of Gold Remains Out of Reach"", ""kicker"": ""DealBook"", ""content_kicker"": null, ""print_headline"": ""Blackstone Profit More Than Doubles"", ""name"": null, ""seo"": null, ""sub"": null}, ""keywords"": [{""name"": ""subject"", ""value"": ""Company Reports"", ""rank"": 1, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Private Equity"", ""rank"": 2, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""The Blackstone Group"", ""rank"": 3, ""major"": ""N""}], ""pub_date"": ""2014-01-30T22:07:50+0000"", ""document_type"": ""article"", ""news_desk"": """", ""section_name"": ""Business Day"", ""byline"": {""original"": ""By William Alden"", ""person"": [{""firstname"": ""William"", ""middlename"": null, ""lastname"": ""Alden"", ""qualifier"": null, ""title"": null, ""role"": ""reported"", ""organization"": """", ""rank"": 1}], ""organization"": null}, ""type_of_material"": ""News"", ""_id"": ""nyt://article/4c017b14-bc9c-5e39-9390-2ae45c395313"", ""word_count"": 694, ""uri"": ""nyt://article/4c017b14-bc9c-5e39-9390-2ae45c395313""}"
