Date,Articles
2014-10-22,"{""abstract"": ""Or does one person ultimately have to have final say?"", ""web_url"": ""https://boss.blogs.nytimes.com/2014/10/22/do-you-think-co-c-e-o-s-can-work/"", ""snippet"": ""Or does one person ultimately have to have final say?"", ""lead_paragraph"": ""As Sarah Max reports in an article we\u2019ve just published, Mark McDonald and Josiah Humphrey started developing and optimizing websites as teenagers, skipped college and started their web and mobile app company, Appster, in 2011. They eschewed outside funding and put what little money they had into office space, setting up shop in downtown Melbourne, Australia, right next to Google and IBM. And then they settled into their shared role as chief executive officers."", ""source"": ""The New York Times"", ""multimedia"": [], ""headline"": {""main"": ""Do You Think Co-C.E.O.s Can Work?"", ""kicker"": ""You&#039;re the Boss"", ""content_kicker"": null, ""print_headline"": """", ""name"": null, ""seo"": null, ""sub"": null}, ""keywords"": [{""name"": ""subject"", ""value"": ""Small Business"", ""rank"": 1, ""major"": ""N""}], ""pub_date"": ""2014-10-22T17:22:35+0000"", ""document_type"": ""article"", ""news_desk"": ""Business"", ""section_name"": ""Business Day"", ""subsection_name"": ""Entrepreneurship"", ""byline"": {""original"": ""By You're the Boss Editors"", ""person"": [{""firstname"": """", ""middlename"": null, ""lastname"": """", ""qualifier"": null, ""title"": null, ""role"": ""reported"", ""organization"": """", ""rank"": 1}], ""organization"": null}, ""type_of_material"": ""News"", ""_id"": ""nyt://article/d86a04bd-184d-5927-9ee7-40b31bb759b0"", ""word_count"": 188, ""uri"": ""nyt://article/d86a04bd-184d-5927-9ee7-40b31bb759b0""}"
2014-12-01,"{""abstract"": ""Twenty questions about advertising, the media and popular culture."", ""web_url"": ""https://www.nytimes.com/2014/12/01/business/media/christmas-cokes-ronald-mcdonald-on-foot-and-18-more-questions.html"", ""snippet"": ""Twenty questions about advertising, the media and popular culture."", ""lead_paragraph"": ""IT is time again to ask 20 questions about advertising, the media and popular culture."", ""print_section"": ""B"", ""print_page"": ""4"", ""source"": ""The New York Times"", ""multimedia"": [{""rank"": 0, ""subtype"": ""xlarge"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/12/01/business/subadco2/subadco2-articleLarge.jpg"", ""height"": 456, ""width"": 600, ""subType"": ""xlarge"", ""crop_name"": ""articleLarge"", ""legacy"": {""xlarge"": ""images/2014/12/01/business/subadco2/subadco2-articleLarge.jpg"", ""xlargewidth"": 600, ""xlargeheight"": 456}}, {""rank"": 0, ""subtype"": ""jumbo"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/12/01/business/subadco2/subadco2-jumbo.jpg"", ""height"": 779, ""width"": 1024, ""subType"": ""jumbo"", ""crop_name"": ""jumbo"", ""legacy"": {}}, {""rank"": 0, ""subtype"": ""superJumbo"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/12/01/business/subadco2/subadco2-superJumbo.jpg"", ""height"": 1557, ""width"": 2048, ""subType"": ""superJumbo"", ""crop_name"": ""superJumbo"", ""legacy"": {}}, {""rank"": 0, ""subtype"": ""thumbnail"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/12/01/business/subadco2/subadco2-thumbStandard.jpg"", ""height"": 75, ""width"": 75, ""subType"": ""thumbnail"", ""crop_name"": ""thumbStandard"", ""legacy"": {""thumbnail"": ""images/2014/12/01/business/subadco2/subadco2-thumbStandard.jpg"", ""thumbnailwidth"": 75, ""thumbnailheight"": 75}}, {""rank"": 0, ""subtype"": ""thumbLarge"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/12/01/business/subadco2/subadco2-thumbLarge.jpg"", ""height"": 150, ""width"": 150, ""subType"": ""thumbLarge"", ""crop_name"": ""thumbLarge"", ""legacy"": {}}], ""headline"": {""main"": ""Christmas Cokes, Ronald McDonald on Foot and 18 More Questions"", ""kicker"": null, ""content_kicker"": null, ""print_headline"": ""Christmas Cokes, Ronald McDonald on Foot and 18 More Questions"", ""name"": null, ""seo"": null, ""sub"": null}, ""keywords"": [{""name"": ""persons"", ""value"": ""Elliott, Stuart"", ""rank"": 1, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""ADVERTISING AND MARKETING"", ""rank"": 2, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Slogans and Mottoes"", ""rank"": 3, ""major"": ""N""}], ""pub_date"": ""2014-12-01T01:06:07+0000"", ""document_type"": ""article"", ""news_desk"": ""Business"", ""section_name"": ""Business Day"", ""subsection_name"": ""Media"", ""byline"": {""original"": ""By Stuart Elliott"", ""person"": [{""firstname"": ""Stuart"", ""middlename"": null, ""lastname"": ""Elliott"", ""qualifier"": null, ""title"": null, ""role"": ""reported"", ""organization"": """", ""rank"": 1}], ""organization"": null}, ""type_of_material"": ""News"", ""_id"": ""nyt://article/4cbd195e-8035-5ae6-99e1-71ef0ce148b7"", ""word_count"": 896, ""uri"": ""nyt://article/4cbd195e-8035-5ae6-99e1-71ef0ce148b7""}"
2015-08-26,"{""abstract"": ""Burger King is proposing a one-day truce with McDonald\u2019s to sell a meal blending their burgers. Proceeds would go to raise awareness of the International Day of Peace."", ""web_url"": ""https://www.nytimes.com/2015/08/26/business/media/burger-king-to-mcdonalds-lets-make-a-mcwhopper.html"", ""snippet"": ""Burger King is proposing a one-day truce with McDonald\u2019s to sell a meal blending their burgers. Proceeds would go to raise awareness of the International Day of Peace."", ""lead_paragraph"": ""Burger King\u2019s mascot, \u201cThe Burger King,\u201d is seeking a truce, albeit temporary, with Ronald McDonald."", ""print_section"": ""B"", ""print_page"": ""3"", ""source"": ""The New York Times"", ""multimedia"": [{""rank"": 0, ""subtype"": ""xlarge"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2015/08/26/business/26mcwhopper-web/26mcwhopper-web-articleLarge.jpg"", ""height"": 350, ""width"": 600, ""subType"": ""xlarge"", ""crop_name"": ""articleLarge"", ""legacy"": {""xlarge"": ""images/2015/08/26/business/26mcwhopper-web/26mcwhopper-web-articleLarge.jpg"", ""xlargewidth"": 600, ""xlargeheight"": 350}}, {""rank"": 0, ""subtype"": ""jumbo"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2015/08/26/business/26mcwhopper-web/26mcwhopper-web-jumbo.jpg"", ""height"": 597, ""width"": 1024, ""subType"": ""jumbo"", ""crop_name"": ""jumbo"", ""legacy"": {}}, {""rank"": 0, ""subtype"": ""superJumbo"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2015/08/26/business/26mcwhopper-web/26mcwhopper-web-superJumbo.jpg"", ""height"": 1193, ""width"": 2048, ""subType"": ""superJumbo"", ""crop_name"": ""superJumbo"", ""legacy"": {}}, {""rank"": 0, ""subtype"": ""thumbnail"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2015/08/26/business/26mcwhopper-web/26mcwhopper-web-thumbStandard.jpg"", ""height"": 75, ""width"": 75, ""subType"": ""thumbnail"", ""crop_name"": ""thumbStandard"", ""legacy"": {""thumbnail"": ""images/2015/08/26/business/26mcwhopper-web/26mcwhopper-web-thumbStandard.jpg"", ""thumbnailwidth"": 75, ""thumbnailheight"": 75}}, {""rank"": 0, ""subtype"": ""thumbLarge"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2015/08/26/business/26mcwhopper-web/26mcwhopper-web-thumbLarge.jpg"", ""height"": 150, ""width"": 150, ""subType"": ""thumbLarge"", ""crop_name"": ""thumbLarge"", ""legacy"": {}}], ""headline"": {""main"": ""Burger King to McDonald\u2019s: Let\u2019s Make a \u2018McWhopper\u2019"", ""kicker"": null, ""content_kicker"": null, ""print_headline"": ""Burger King Floats Idea to Its Golden-Arch Rival "", ""name"": null, ""seo"": null, ""sub"": null}, ""keywords"": [{""name"": ""organizations"", ""value"": ""Burger King Corp"", ""rank"": 1, ""major"": ""N""}, {""name"": ""persons"", ""value"": ""Strom, Stephanie"", ""rank"": 2, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""McDonald's Corporation"", ""rank"": 3, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Restaurants"", ""rank"": 4, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Philanthropy"", ""rank"": 5, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Hamburgers"", ""rank"": 6, ""major"": ""N""}], ""pub_date"": ""2015-08-26T04:01:20+0000"", ""document_type"": ""article"", ""news_desk"": ""Business"", ""section_name"": ""Business Day"", ""subsection_name"": ""Media"", ""byline"": {""original"": ""By Stephanie Strom"", ""person"": [{""firstname"": ""Stephanie"", ""middlename"": null, ""lastname"": ""Strom"", ""qualifier"": null, ""title"": null, ""role"": ""reported"", ""organization"": """", ""rank"": 1}], ""organization"": null}, ""type_of_material"": ""News"", ""_id"": ""nyt://article/4ff7a124-9bbf-5931-bbd2-b3b6644ac2c0"", ""word_count"": 530, ""uri"": ""nyt://article/4ff7a124-9bbf-5931-bbd2-b3b6644ac2c0""}"
2016-08-01,"{""abstract"": ""Mr. Schwartz, known for an easygoing manner and gentle sense of humor, spoke on camera this year about his third bout with cancer."", ""web_url"": ""https://www.nytimes.com/2016/08/01/business/media/dave-schwartz-63-dies-was-weather-channel-meteorologist.html"", ""snippet"": ""Mr. Schwartz, known for an easygoing manner and gentle sense of humor, spoke on camera this year about his third bout with cancer."", ""lead_paragraph"": ""Dave Schwartz, a longtime Weather Channel meteorologist who early this year told his viewers about his struggle with cancer, died of the disease on Saturday. He was 63."", ""print_section"": ""D"", ""print_page"": ""8"", ""source"": ""The New York Times"", ""multimedia"": [{""rank"": 0, ""subtype"": ""xlarge"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2016/08/01/business/01SCHWARTZ-obit/01SCHWARTZ-obit-articleLarge.jpg"", ""height"": 762, ""width"": 600, ""subType"": ""xlarge"", ""crop_name"": ""articleLarge"", ""legacy"": {""xlarge"": ""images/2016/08/01/business/01SCHWARTZ-obit/01SCHWARTZ-obit-articleLarge.jpg"", ""xlargewidth"": 600, ""xlargeheight"": 762}}, {""rank"": 0, ""subtype"": ""jumbo"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2016/08/01/business/01SCHWARTZ-obit/01SCHWARTZ-obit-jumbo.jpg"", ""height"": 1024, ""width"": 807, ""subType"": ""jumbo"", ""crop_name"": ""jumbo"", ""legacy"": {}}, {""rank"": 0, ""subtype"": ""superJumbo"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2016/08/01/business/01SCHWARTZ-obit/01SCHWARTZ-obit-superJumbo.jpg"", ""height"": 2048, ""width"": 1614, ""subType"": ""superJumbo"", ""crop_name"": ""superJumbo"", ""legacy"": {}}, {""rank"": 0, ""subtype"": ""thumbnail"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2016/08/01/business/01SCHWARTZ-obit/01SCHWARTZ-obit-thumbStandard.jpg"", ""height"": 75, ""width"": 75, ""subType"": ""thumbnail"", ""crop_name"": ""thumbStandard"", ""legacy"": {""thumbnail"": ""images/2016/08/01/business/01SCHWARTZ-obit/01SCHWARTZ-obit-thumbStandard.jpg"", ""thumbnailwidth"": 75, ""thumbnailheight"": 75}}, {""rank"": 0, ""subtype"": ""thumbLarge"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2016/08/01/business/01SCHWARTZ-obit/01SCHWARTZ-obit-thumbLarge.jpg"", ""height"": 150, ""width"": 150, ""subType"": ""thumbLarge"", ""crop_name"": ""thumbLarge"", ""legacy"": {}}], ""headline"": {""main"": ""Dave Schwartz, 63, Dies; Was Weather Channel Meteorologist"", ""kicker"": null, ""content_kicker"": null, ""print_headline"": ""Dave Schwartz, 63, TV Meteorologist"", ""name"": null, ""seo"": null, ""sub"": null}, ""keywords"": [{""name"": ""persons"", ""value"": ""Schwartz, Dave (1953-2016)"", ""rank"": 1, ""major"": ""N""}, {""name"": ""persons"", ""value"": ""McDonald, William"", ""rank"": 2, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Weather"", ""rank"": 3, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""Weather Channel"", ""rank"": 4, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Deaths (Obituaries)"", ""rank"": 5, ""major"": ""N""}], ""pub_date"": ""2016-08-01T00:28:48+0000"", ""document_type"": ""article"", ""news_desk"": ""Business"", ""section_name"": ""Business Day"", ""subsection_name"": ""Media"", ""byline"": {""original"": ""By William McDonald"", ""person"": [{""firstname"": ""William"", ""middlename"": null, ""lastname"": ""McDonald"", ""qualifier"": null, ""title"": null, ""role"": ""reported"", ""organization"": """", ""rank"": 1}], ""organization"": null}, ""type_of_material"": ""Obituary (Obit)"", ""_id"": ""nyt://article/ebf92344-1696-590f-8cbf-f869f41a420e"", ""word_count"": 489, ""uri"": ""nyt://article/ebf92344-1696-590f-8cbf-f869f41a420e""}"
