Date,Articles
2014-07-11,"{""abstract"": ""Zack \u201cDanger\u201d Brown can raise more than $43,000 on Kickstarter to pay for his potato salad. Surely there is someone at the Sun Valley conference who can make use of his talents."", ""web_url"": ""https://dealbook.nytimes.com/2014/07/11/weekend-reading-have-you-even-tried-the-potato-salad-in-sun-valley/"", ""snippet"": ""Zack \u201cDanger\u201d Brown can raise more than $43,000 on Kickstarter to pay for his potato salad. Surely there is someone at the Sun Valley conference who can make use of his talents."", ""lead_paragraph"": ""Zack \u201cDanger\u201d Brown can raise more than $43,000 on Kickstarter to pay for his potato salad. Surely there is someone at the Sun Valley conference who can make use of his talents. Or technology and media titans could make use of these delicious potato salad recipes from The New York Times. DealBook recommends Sam Sifton\u2019s grilled fingerling-potato salad with chipotle bacon vinaigrette. Mmm, bacon."", ""source"": ""The New York Times"", ""multimedia"": [{""rank"": 0, ""subtype"": ""xlarge"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/07/11/business/dbpix-potato-kickstarter/dbpix-potato-kickstarter-articleLarge.png"", ""height"": 512, ""width"": 600, ""subType"": ""xlarge"", ""crop_name"": ""articleLarge"", ""legacy"": {""xlarge"": ""images/2014/07/11/business/dbpix-potato-kickstarter/dbpix-potato-kickstarter-articleLarge.png"", ""xlargewidth"": 600, ""xlargeheight"": 512}}, {""rank"": 0, ""subtype"": ""jumbo"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/07/11/business/dbpix-potato-kickstarter/dbpix-potato-kickstarter-jumbo.png"", ""height"": 872, ""width"": 1021, ""subType"": ""jumbo"", ""crop_name"": ""jumbo"", ""legacy"": {}}, {""rank"": 0, ""subtype"": ""superJumbo"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/07/11/business/dbpix-potato-kickstarter/dbpix-potato-kickstarter-superJumbo.png"", ""height"": 872, ""width"": 1021, ""subType"": ""superJumbo"", ""crop_name"": ""superJumbo"", ""legacy"": {}}, {""rank"": 0, ""subtype"": ""thumbnail"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/07/11/business/dbpix-potato-kickstarter/dbpix-potato-kickstarter-thumbStandard-v2.png"", ""height"": 75, ""width"": 75, ""subType"": ""thumbnail"", ""crop_name"": ""thumbStandard"", ""legacy"": {""thumbnail"": ""images/2014/07/11/business/dbpix-potato-kickstarter/dbpix-potato-kickstarter-thumbStandard-v2.png"", ""thumbnailwidth"": 75, ""thumbnailheight"": 75}}, {""rank"": 0, ""subtype"": ""thumbLarge"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/07/11/business/dbpix-potato-kickstarter/dbpix-potato-kickstarter-thumbLarge-v2.png"", ""height"": 150, ""width"": 150, ""subType"": ""thumbLarge"", ""crop_name"": ""thumbLarge"", ""legacy"": {}}], ""headline"": {""main"": ""Weekend Reading: Have You Even Tried the Potato Salad in Sun Valley?"", ""kicker"": ""DealBook"", ""content_kicker"": null, ""print_headline"": """", ""name"": null, ""seo"": null, ""sub"": null}, ""keywords"": [], ""pub_date"": ""2014-07-11T20:19:09+0000"", ""document_type"": ""article"", ""news_desk"": ""Business"", ""section_name"": ""Business Day"", ""byline"": {""original"": ""By Eric Owles"", ""person"": [{""firstname"": ""Eric"", ""middlename"": null, ""lastname"": ""Owles"", ""qualifier"": null, ""title"": null, ""role"": ""reported"", ""organization"": """", ""rank"": 1}], ""organization"": null}, ""type_of_material"": ""News"", ""_id"": ""nyt://article/c61b8a46-a41a-572f-ab19-6582e43de1a5"", ""word_count"": 292, ""uri"": ""nyt://article/c61b8a46-a41a-572f-ab19-6582e43de1a5""}"
2014-10-22,"{""abstract"": ""Conceived at the World Wildlife Fund, the initiative uses bulk purchasing power to allow for discounts on home systems."", ""web_url"": ""https://www.nytimes.com/2014/10/23/business/solar-energy-discounts-become-employee-perk-in-new-program.html"", ""snippet"": ""Conceived at the World Wildlife Fund, the initiative uses bulk purchasing power to allow for discounts on home systems."", ""lead_paragraph"": ""Expanding the notion of corporate benefits beyond discounted health club memberships and low insurance rates, a group of major companies is set to offer employees access to cheaper solar systems for the home."", ""print_section"": ""B"", ""print_page"": ""1"", ""source"": ""The New York Times"", ""multimedia"": [{""rank"": 0, ""subtype"": ""xlarge"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/10/23/business/SOLAR/SOLAR-articleLarge.jpg"", ""height"": 329, ""width"": 600, ""subType"": ""xlarge"", ""crop_name"": ""articleLarge"", ""legacy"": {""xlarge"": ""images/2014/10/23/business/SOLAR/SOLAR-articleLarge.jpg"", ""xlargewidth"": 600, ""xlargeheight"": 329}}, {""rank"": 0, ""subtype"": ""jumbo"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/10/23/business/SOLAR/SOLAR-jumbo.jpg"", ""height"": 562, ""width"": 1024, ""subType"": ""jumbo"", ""crop_name"": ""jumbo"", ""legacy"": {}}, {""rank"": 0, ""subtype"": ""superJumbo"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/10/23/business/SOLAR/SOLAR-superJumbo.jpg"", ""height"": 1123, ""width"": 2048, ""subType"": ""superJumbo"", ""crop_name"": ""superJumbo"", ""legacy"": {}}, {""rank"": 0, ""subtype"": ""thumbnail"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/10/23/business/SOLAR/SOLAR-thumbStandard.jpg"", ""height"": 75, ""width"": 75, ""subType"": ""thumbnail"", ""crop_name"": ""thumbStandard"", ""legacy"": {""thumbnail"": ""images/2014/10/23/business/SOLAR/SOLAR-thumbStandard.jpg"", ""thumbnailwidth"": 75, ""thumbnailheight"": 75}}, {""rank"": 0, ""subtype"": ""thumbLarge"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2014/10/23/business/SOLAR/SOLAR-thumbLarge.jpg"", ""height"": 150, ""width"": 150, ""subType"": ""thumbLarge"", ""crop_name"": ""thumbLarge"", ""legacy"": {}}], ""headline"": {""main"": ""Home Solar Power Discounts Are Worker Perk in New Program"", ""kicker"": null, ""content_kicker"": null, ""print_headline"": ""Solar Energy Discounts Are Worker Perk in New Program"", ""name"": null, ""seo"": null, ""sub"": null}, ""keywords"": [{""name"": ""persons"", ""value"": ""Cardwell, Diane"", ""rank"": 1, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Solar Energy"", ""rank"": 2, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""Cisco Systems Inc"", ""rank"": 3, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""3M Company"", ""rank"": 4, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""Kimberly-Clark Corporation"", ""rank"": 5, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""National Geographic"", ""rank"": 6, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""World Wildlife Fund"", ""rank"": 8, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""Geostellar Inc"", ""rank"": 9, ""major"": ""N""}], ""pub_date"": ""2014-10-22T11:31:00+0000"", ""document_type"": ""article"", ""news_desk"": ""Business"", ""section_name"": ""Business Day"", ""subsection_name"": ""Energy & Environment "", ""byline"": {""original"": ""By Diane Cardwell"", ""person"": [{""firstname"": ""Diane"", ""middlename"": null, ""lastname"": ""Cardwell"", ""qualifier"": null, ""title"": null, ""role"": ""reported"", ""organization"": """", ""rank"": 1}], ""organization"": null}, ""type_of_material"": ""News"", ""_id"": ""nyt://article/8d492902-0190-57ff-8fd4-b0759d3eee25"", ""word_count"": 862, ""uri"": ""nyt://article/8d492902-0190-57ff-8fd4-b0759d3eee25""}"
2015-02-23,"{""abstract"": ""Asahi Kasei will buy the battery business and 3M will purchase the filtration operation in a deal with a $3.2 billion enterprise value."", ""web_url"": ""https://www.nytimes.com/2015/02/24/business/dealbook/polypore-sells-industrial-businesses.html"", ""snippet"": ""Asahi Kasei will buy the battery business and 3M will purchase the filtration operation in a deal with a $3.2 billion enterprise value."", ""lead_paragraph"": ""Polypore International, a specialty manufacturer in North Carolina, agreed on Monday to sell its battery business to the Asahi Kasei Corporation of Japan and its filtration business to 3M in related transactions."", ""source"": ""The New York Times"", ""multimedia"": [], ""headline"": {""main"": ""Polypore Sells Industrial Businesses"", ""kicker"": null, ""content_kicker"": null, ""print_headline"": """", ""name"": null, ""seo"": null, ""sub"": null}, ""keywords"": [{""name"": ""organizations"", ""value"": ""3M Company"", ""rank"": 1, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""Asahi Kasei Corp"", ""rank"": 2, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""Polypore International Inc"", ""rank"": 3, ""major"": ""N""}, {""name"": ""glocations"", ""value"": ""Japan"", ""rank"": 4, ""major"": ""N""}, {""name"": ""glocations"", ""value"": ""North Carolina"", ""rank"": 5, ""major"": ""N""}], ""pub_date"": ""2015-02-23T13:38:04+0000"", ""document_type"": ""article"", ""news_desk"": ""Dealbook"", ""section_name"": ""Business Day"", ""subsection_name"": ""DealBook"", ""byline"": {""original"": ""By Dealbook"", ""person"": [{""firstname"": ""Dealbook"", ""middlename"": null, ""lastname"": """", ""qualifier"": null, ""title"": null, ""role"": ""reported"", ""organization"": """", ""rank"": 1}], ""organization"": null}, ""type_of_material"": ""News"", ""_id"": ""nyt://article/7287c2aa-b626-5443-a243-2136fc62a82c"", ""word_count"": 197, ""uri"": ""nyt://article/7287c2aa-b626-5443-a243-2136fc62a82c""}"
2015-09-07,"{""abstract"": ""Ms. Little, who consulted for three decades for companies like 3M, General Mills and Coca-Cola, took inspiration from sources as varied as geishas, burglars and cheetahs."", ""web_url"": ""https://www.nytimes.com/2015/09/08/business/sara-little-turnbull-product-designer-inspired-by-anthropology-and-nature-dies-at-97.html"", ""snippet"": ""Ms. Little, who consulted for three decades for companies like 3M, General Mills and Coca-Cola, took inspiration from sources as varied as geishas, burglars and cheetahs."", ""lead_paragraph"": ""Sara Little Turnbull, an innovative product designer who found inspiration for her work in geisha styles, a Kenyan game park, an American prison and other unlikely places, died on Friday at her home in Seattle. She was 97."", ""print_section"": ""A"", ""print_page"": ""25"", ""source"": ""The New York Times"", ""multimedia"": [{""rank"": 0, ""subtype"": ""xlarge"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2015/09/08/business/turnbull-obit/turnbull-obit-articleLarge.jpg"", ""height"": 480, ""width"": 600, ""subType"": ""xlarge"", ""crop_name"": ""articleLarge"", ""legacy"": {""xlarge"": ""images/2015/09/08/business/turnbull-obit/turnbull-obit-articleLarge.jpg"", ""xlargewidth"": 600, ""xlargeheight"": 480}}, {""rank"": 0, ""subtype"": ""jumbo"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2015/09/08/business/turnbull-obit/turnbull-obit-jumbo.jpg"", ""height"": 819, ""width"": 1024, ""subType"": ""jumbo"", ""crop_name"": ""jumbo"", ""legacy"": {}}, {""rank"": 0, ""subtype"": ""superJumbo"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2015/09/08/business/turnbull-obit/turnbull-obit-superJumbo.jpg"", ""height"": 890, ""width"": 1113, ""subType"": ""superJumbo"", ""crop_name"": ""superJumbo"", ""legacy"": {}}, {""rank"": 0, ""subtype"": ""thumbnail"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2015/09/08/business/turnbull-obit/turnbull-obit-thumbStandard-v3.jpg"", ""height"": 75, ""width"": 75, ""subType"": ""thumbnail"", ""crop_name"": ""thumbStandard"", ""legacy"": {""thumbnail"": ""images/2015/09/08/business/turnbull-obit/turnbull-obit-thumbStandard-v3.jpg"", ""thumbnailwidth"": 75, ""thumbnailheight"": 75}}, {""rank"": 0, ""subtype"": ""thumbLarge"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2015/09/08/business/turnbull-obit/turnbull-obit-thumbLarge-v3.jpg"", ""height"": 150, ""width"": 150, ""subType"": ""thumbLarge"", ""crop_name"": ""thumbLarge"", ""legacy"": {}}], ""headline"": {""main"": ""Sara Little, Peripatetic Product Designer, Dies at 97"", ""kicker"": null, ""content_kicker"": null, ""print_headline"": ""Sara Little, Peripatetic Product Designer, Dies at 97 "", ""name"": null, ""seo"": null, ""sub"": null}, ""keywords"": [{""name"": ""subject"", ""value"": ""Deaths (Obituaries)"", ""rank"": 1, ""major"": ""N""}, {""name"": ""persons"", ""value"": ""McFadden, Robert D"", ""rank"": 2, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Design"", ""rank"": 3, ""major"": ""N""}, {""name"": ""persons"", ""value"": ""Turnbull, Sara Little (1917-2015)"", ""rank"": 4, ""major"": ""N""}], ""pub_date"": ""2015-09-07T21:03:29+0000"", ""document_type"": ""article"", ""news_desk"": ""Business"", ""section_name"": ""Business Day"", ""byline"": {""original"": ""By Robert D. McFadden"", ""person"": [{""firstname"": ""Robert"", ""middlename"": null, ""lastname"": """", ""qualifier"": null, ""title"": null, ""role"": ""reported"", ""organization"": """", ""rank"": 1}], ""organization"": null}, ""type_of_material"": ""Obituary (Obit)"", ""_id"": ""nyt://article/6d87e68c-d63e-5cfa-bf71-f1b7c810e7d0"", ""word_count"": 690, ""uri"": ""nyt://article/6d87e68c-d63e-5cfa-bf71-f1b7c810e7d0""}"
2016-03-25,"{""abstract"": ""A company\u2019s overall profit growth is unaffected by share buybacks, $6.6 billion since 2008 in Yahoo\u2019s case."", ""web_url"": ""https://www.nytimes.com/2016/03/27/business/in-yahoo-another-example-of-the-buyback-mirage.html"", ""snippet"": ""A company\u2019s overall profit growth is unaffected by share buybacks, $6.6 billion since 2008 in Yahoo\u2019s case."", ""lead_paragraph"": ""It is one of the great investment conundrums of our time: Why do so many stockholders cheer when a company announces that it\u2019s buying back shares?"", ""print_section"": ""BU"", ""print_page"": ""1"", ""source"": ""The New York Times"", ""multimedia"": [{""rank"": 0, ""subtype"": ""xlarge"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2016/03/27/business/27gret1/27gret1-articleLarge.jpg"", ""height"": 400, ""width"": 600, ""subType"": ""xlarge"", ""crop_name"": ""articleLarge"", ""legacy"": {""xlarge"": ""images/2016/03/27/business/27gret1/27gret1-articleLarge.jpg"", ""xlargewidth"": 600, ""xlargeheight"": 400}}, {""rank"": 0, ""subtype"": ""jumbo"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2016/03/27/business/27gret1/27gret1-jumbo.jpg"", ""height"": 683, ""width"": 1024, ""subType"": ""jumbo"", ""crop_name"": ""jumbo"", ""legacy"": {}}, {""rank"": 0, ""subtype"": ""superJumbo"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2016/03/27/business/27gret1/27gret1-superJumbo.jpg"", ""height"": 1365, ""width"": 2048, ""subType"": ""superJumbo"", ""crop_name"": ""superJumbo"", ""legacy"": {}}, {""rank"": 0, ""subtype"": ""thumbnail"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2016/03/27/business/27gret1/27gret1-thumbStandard.jpg"", ""height"": 75, ""width"": 75, ""subType"": ""thumbnail"", ""crop_name"": ""thumbStandard"", ""legacy"": {""thumbnail"": ""images/2016/03/27/business/27gret1/27gret1-thumbStandard.jpg"", ""thumbnailwidth"": 75, ""thumbnailheight"": 75}}, {""rank"": 0, ""subtype"": ""thumbLarge"", ""caption"": null, ""credit"": null, ""type"": ""image"", ""url"": ""images/2016/03/27/business/27gret1/27gret1-thumbLarge.jpg"", ""height"": 150, ""width"": 150, ""subType"": ""thumbLarge"", ""crop_name"": ""thumbLarge"", ""legacy"": {}}], ""headline"": {""main"": ""In Yahoo, Another Example of the Buyback Mirage"", ""kicker"": ""Fair Game"", ""content_kicker"": null, ""print_headline"": ""Sacrificing the Future for a Mirage"", ""name"": null, ""seo"": null, ""sub"": null}, ""keywords"": [{""name"": ""persons"", ""value"": ""Morgenson, Gretchen"", ""rank"": 1, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Corporations"", ""rank"": 2, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Stocks and Bonds"", ""rank"": 3, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""Yahoo! Inc"", ""rank"": 4, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""McDonald's Corporation"", ""rank"": 5, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""Starboard Value LP"", ""rank"": 6, ""major"": ""N""}, {""name"": ""subject"", ""value"": ""Boards of Directors"", ""rank"": 7, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""Shareholder Forum"", ""rank"": 8, ""major"": ""N""}, {""name"": ""organizations"", ""value"": ""3M Company"", ""rank"": 9, ""major"": ""N""}], ""pub_date"": ""2016-03-25T13:59:48+0000"", ""document_type"": ""article"", ""news_desk"": ""SundayBusiness"", ""section_name"": ""Business Day"", ""byline"": {""original"": ""By Gretchen Morgenson"", ""person"": [{""firstname"": ""Gretchen"", ""middlename"": null, ""lastname"": ""Morgenson"", ""qualifier"": null, ""title"": null, ""role"": ""reported"", ""organization"": """", ""rank"": 1}], ""organization"": null}, ""type_of_material"": ""News"", ""_id"": ""nyt://article/0d8e8ac1-cb2c-5ea0-a632-cadf22875f1b"", ""word_count"": 1081, ""uri"": ""nyt://article/0d8e8ac1-cb2c-5ea0-a632-cadf22875f1b""}"
