Distance,Current Accuracy
-0.14293400943279266,0.5
-0.14856620132923126,0.6666666666666666
-0.14620599150657654,0.5
-0.1480996161699295,0.4
-0.14622299373149872,0.5
-0.14176267385482788,0.42857142857142855
-0.14076094329357147,0.5
-0.14402969181537628,0.5555555555555556
-0.14199741184711456,0.6
-0.13899542391300201,0.6363636363636364
-0.13858188688755035,0.6666666666666666
-0.1465093195438385,0.6153846153846154
-0.1387762576341629,0.6428571428571429
-0.1394108533859253,0.6666666666666666
-0.1437615603208542,0.6875
-0.13530661165714264,0.7058823529411765
-0.14124932885169983,0.6666666666666666
-0.13949735462665558,0.631578947368421
-0.13724122941493988,0.6
-0.14300833642482758,0.6190476190476191
-0.14308972656726837,0.6363636363636364
-0.14668987691402435,0.6521739130434783
-0.14773516356945038,0.6666666666666666
-0.1376594603061676,0.68
-0.1438998579978943,0.6923076923076923
-0.1450258195400238,0.7037037037037037
-0.14735284447669983,0.7142857142857143
-0.14393840730190277,0.6896551724137931
-0.1444566696882248,0.7
-0.14561384916305542,0.7096774193548387
-0.14123855531215668,0.71875
-0.14528392255306244,0.696969696969697
-0.14454065263271332,0.7058823529411765
-0.14907842874526978,0.7142857142857143
-0.1488308161497116,0.6944444444444444
-0.14473538100719452,0.7027027027027027
-0.15095679461956024,0.6842105263157895
-0.143197163939476,0.6923076923076923
-0.14148758351802826,0.7
-0.14755547046661377,0.6829268292682927
-0.14270466566085815,0.6904761904761905
-0.14526678621768951,0.6976744186046512
-0.13664618134498596,0.7045454545454546
-0.14229963719844818,0.7111111111111111
-0.14661933481693268,0.6956521739130435
-0.15257979929447174,0.7021276595744681
-0.14478500187397003,0.7083333333333334
-0.13905227184295654,0.7142857142857143
-0.14494769275188446,0.72
-0.14380860328674316,0.7254901960784313
-0.1409190595149994,0.7115384615384616
-0.13952235877513885,0.6981132075471698
-0.1437511295080185,0.7037037037037037
-0.14891673624515533,0.7090909090909091
-0.14514125883579254,0.7142857142857143
-0.15060770511627197,0.7017543859649122
-0.14295192062854767,0.7068965517241379
-0.14544861018657684,0.711864406779661
-0.1456199586391449,0.7
-0.1503308266401291,0.7049180327868853
-0.14482267200946808,0.7096774193548387
-0.14138422906398773,0.6984126984126984
-0.1490076184272766,0.703125
-0.1504262536764145,0.6923076923076923
-0.14084817469120026,0.6818181818181818
-0.13706298172473907,0.6865671641791045
-0.1370965987443924,0.6911764705882353
-0.14504271745681763,0.6956521739130435
-0.1392238289117813,0.6857142857142857
-0.14496397972106934,0.6901408450704225
-0.13855743408203125,0.6944444444444444
-0.1386139988899231,0.6986301369863014
-0.14368495345115662,0.7027027027027027
-0.14949645102024078,0.7066666666666667
-0.14298616349697113,0.7105263157894737
-0.1489497572183609,0.7012987012987013
-0.1430223137140274,0.7051282051282052
-0.13980154693126678,0.6962025316455697
-0.14077432453632355,0.7
-0.15079675614833832,0.7037037037037037
-0.14197860658168793,0.6951219512195121
-0.14343143999576569,0.6987951807228916
-0.14492487907409668,0.6904761904761905
-0.14663080871105194,0.6823529411764706
-0.1428348422050476,0.686046511627907
-0.14486534893512726,0.6781609195402298
-0.13879580795764923,0.6818181818181818
-0.13971677422523499,0.6853932584269663
-0.13768558204174042,0.6888888888888889
-0.14318235218524933,0.6923076923076923
-0.14346157014369965,0.6847826086956522
-0.14125365018844604,0.6774193548387096
-0.150650754570961,0.6702127659574468
-0.1394217610359192,0.6631578947368421
-0.1434251219034195,0.6666666666666666
-0.13868948817253113,0.6597938144329897
-0.14100264012813568,0.6530612244897959
-0.15111684799194336,0.6464646464646465
-0.14701710641384125,0.65
-0.15024259686470032,0.6534653465346535
-0.1394796222448349,0.6568627450980392
-0.13493217527866364,0.6504854368932039
-0.13541856408119202,0.6538461538461539
-0.1379021257162094,0.6571428571428571
-0.14784415066242218,0.660377358490566
-0.1523667722940445,0.6635514018691588
-0.1576056331396103,0.6666666666666666
-0.15037323534488678,0.6697247706422018
-0.14643169939517975,0.6636363636363637
-0.13994650542736053,0.6576576576576577
-0.14902642369270325,0.6607142857142857
-0.1513514369726181,0.6637168141592921
-0.13966527581214905,0.6666666666666666
-0.1480739563703537,0.6695652173913044
-0.14679750800132751,0.6724137931034483
-0.14996658265590668,0.6752136752136753
-0.1594749093055725,0.6779661016949152
-0.14791713654994965,0.680672268907563
-0.14504294097423553,0.6833333333333333
-0.1446690410375595,0.6859504132231405
-0.1412266194820404,0.6885245901639344
-0.14648453891277313,0.6910569105691057
-0.13953213393688202,0.6935483870967742
-0.1413043588399887,0.696
-0.1424895077943802,0.6984126984126984
-0.15457116067409515,0.7007874015748031
-0.14740382134914398,0.703125
-0.14914052188396454,0.7054263565891473
-0.14354278147220612,0.7076923076923077
-0.14269904792308807,0.7099236641221374
-0.1497623324394226,0.7121212121212122
-0.1514478623867035,0.7142857142857143
-0.15031905472278595,0.7164179104477612
-0.14784277975559235,0.7111111111111111
-0.1460844725370407,0.7132352941176471
-0.1411941945552826,0.7153284671532847
-0.139480322599411,0.717391304347826
-0.14753074944019318,0.7194244604316546
-0.15003351867198944,0.7214285714285714
-0.14804287254810333,0.723404255319149
-0.14698214828968048,0.7253521126760564
-0.14512978494167328,0.7272727272727273
-0.1563199907541275,0.7291666666666666
-0.1609780490398407,0.7310344827586207
-0.1503814309835434,0.7328767123287672
-0.14736534655094147,0.7346938775510204
-0.15261858701705933,0.7364864864864865
-0.15030935406684875,0.738255033557047
-0.14620622992515564,0.74
-0.144261434674263,0.7350993377483444
-0.14503443241119385,0.7302631578947368
-0.14713972806930542,0.7320261437908496
-0.14832034707069397,0.7337662337662337
-0.15070609748363495,0.7354838709677419
-0.14617417752742767,0.7371794871794872
-0.1397673785686493,0.7388535031847133
-0.1422034353017807,0.740506329113924
-0.15188267827033997,0.7421383647798742
-0.1453106850385666,0.74375
-0.15058620274066925,0.7453416149068323
-0.15655092895030975,0.7469135802469136
-0.14673174917697906,0.7484662576687117
-0.1490831822156906,0.75
-0.14213331043720245,0.7454545454545455
-0.15120382606983185,0.7469879518072289
-0.14593927562236786,0.7425149700598802
-0.149232417345047,0.7440476190476191
-0.14931507408618927,0.7455621301775148
-0.14958558976650238,0.7470588235294118
-0.15379729866981506,0.7485380116959064
-0.15828914940357208,0.75
-0.14943145215511322,0.7514450867052023
-0.1477271467447281,0.7528735632183908
-0.14305146038532257,0.7542857142857143
-0.1459965854883194,0.7556818181818182
-0.15116576850414276,0.7570621468926554
-0.14527525007724762,0.7584269662921348
-0.1507129818201065,0.7597765363128491
-0.14679236710071564,0.7611111111111111
-0.1508169323205948,0.7624309392265194
-0.14995026588439941,0.7637362637362637
-0.14946913719177246,0.7650273224043715
-0.14674343168735504,0.7663043478260869
-0.14664830267429352,0.7675675675675676
-0.14814694225788116,0.7688172043010753
-0.14682814478874207,0.7700534759358288
-0.14579440653324127,0.7712765957446809
-0.1483096033334732,0.7724867724867724
-0.14643220603466034,0.7736842105263158
-0.15839429199695587,0.774869109947644
-0.14544498920440674,0.7760416666666666
-0.15229792892932892,0.7772020725388601
-0.14637012779712677,0.7783505154639175
-0.1446240395307541,0.7794871794871795
-0.15006445348262787,0.7806122448979592
-0.1617201268672943,0.7817258883248731
-0.15476685762405396,0.7777777777777778
-0.1589895635843277,0.7788944723618091
-0.14499706029891968,0.78
-0.14385846257209778,0.7810945273631841
-0.14608044922351837,0.7821782178217822
-0.1513870805501938,0.7832512315270936
-0.1429079920053482,0.7843137254901961
-0.14854703843593597,0.7853658536585366
-0.14771784842014313,0.7864077669902912
-0.15194237232208252,0.7874396135265701
