Estimated Accuracy,Real Accuracy
0.8873239436619719,0.8303571428571429
0.8875,0.8660714285714286
0.8292682926829268,0.8035714285714286
0.88,0.8392857142857143
0.8648648648648649,0.8214285714285714
0.8289473684210527,0.8303571428571429
0.8734177215189873,0.7678571428571429
0.7590361445783133,0.8125
0.8117647058823529,0.8125
0.8701298701298701,0.8392857142857143
0.8701298701298701,0.8303571428571429
